conc,rain_setting,exp,rep,Attribute,Value
0.4,1,1,1,em_t,0.400029906
0.4,1,1,1,em_tskew,0.400029906
0.4,1,1,2,cloudy,0.400029906
0.4,1,1,2,ddpcRquant,0.400029906
0.4,1,1,2,umbrella,0.400029906
0.4,1,1,2,em_t,0.400029906
0.4,1,1,2,em_tskew,0.400029906
0.4,1,1,3,cloudy,0.400029906
0.4,1,1,3,ddpcRquant,0.400029906
0.4,1,1,3,umbrella,0.400029906
0.4,1,1,3,em_t,0.400029906
0.4,1,1,3,em_tskew,0.400029906
0.4,1,2,1,cloudy,0.400029906
0.4,1,2,1,ddpcRquant,0.400029906
0.4,1,2,1,umbrella,0.400029906
0.4,1,2,1,em_t,0.400029906
0.4,1,2,1,em_tskew,0.400029906
0.4,1,2,2,cloudy,0.400029906
0.4,1,2,2,ddpcRquant,0.400029906
0.4,1,2,2,umbrella,0.400179104
0.4,1,2,2,em_t,0.400029906
0.4,1,2,2,em_tskew,0.400029906
0.4,1,2,3,cloudy,0.400029906
0.4,1,2,3,ddpcRquant,0.400029906
0.4,1,2,3,umbrella,0.400029906
0.4,1,2,3,em_t,0.400029906
0.4,1,2,3,em_tskew,0.400029906
0.4,1,3,1,cloudy,0.400029906
0.4,1,3,1,ddpcRquant,0.400029906
0.4,1,3,1,umbrella,0.400029906
0.4,1,3,1,em_t,0.400029906
0.4,1,3,1,em_tskew,0.400029906
0.4,1,3,2,cloudy,0.400029906
0.4,1,3,2,ddpcRquant,0.400029906
0.4,1,3,2,umbrella,0.400029906
0.4,1,3,2,em_t,0.400029906
0.4,1,3,2,em_tskew,0.400029906
0.4,1,3,3,cloudy,0.400029906
0.4,1,3,3,ddpcRquant,0.400029906
0.4,1,3,3,umbrella,0.400029906
0.4,1,3,3,em_t,0.400029906
0.4,1,3,3,em_tskew,0.400029906
0.4,1,4,1,cloudy,0.400029906
0.4,1,4,1,ddpcRquant,0.400104502
0.4,1,4,1,umbrella,0.400104502
0.4,1,4,1,em_t,0.400029906
0.4,1,4,1,em_tskew,0.400029906
0.4,1,4,2,cloudy,0.400029906
0.4,1,4,2,ddpcRquant,0.400029906
0.4,1,4,2,umbrella,0.400477567
0.4,1,4,2,em_t,0.400029906
0.4,1,4,2,em_tskew,0.400029906
0.4,1,4,3,cloudy,0.400029906
0.4,1,4,3,ddpcRquant,0.400029906
0.4,1,4,3,umbrella,0.400701472
0.4,1,4,3,em_t,0.400029906
0.4,1,4,3,em_tskew,0.400029906
0.4,1,5,1,cloudy,0.400029906
0.4,1,5,1,ddpcRquant,0.400104502
0.4,1,5,1,umbrella,0.400029906
0.4,1,5,1,em_t,0.400029906
0.4,1,5,1,em_tskew,0.400029906
0.4,1,5,2,cloudy,0.400029906
0.4,1,5,2,ddpcRquant,0.400029906
0.4,1,5,2,umbrella,0.400029906
0.4,1,5,2,em_t,0.400029906
0.4,1,5,2,em_tskew,0.400029906
0.4,1,5,3,cloudy,0.400029906
0.4,1,5,3,ddpcRquant,0.400029906
0.4,1,5,3,umbrella,0.400552196
0.4,1,5,3,em_t,0.400029906
0.4,1,5,3,em_tskew,0.400029906
0.4,2,1,1,cloudy,0.395193047
0.4,2,1,1,ddpcRquant,0.395341525
0.4,2,1,1,umbrella,0.402195459
0.4,2,1,1,em_t,0.398241263
0.4,2,1,1,em_tskew,0.398539148
0.4,2,1,2,cloudy,0.393264835
0.4,2,1,2,ddpcRquant,0.394450987
0.4,2,1,2,umbrella,0.400104502
0.4,2,1,2,em_t,0.398241263
0.4,2,1,2,em_tskew,0.398315726
0.4,2,1,3,cloudy,0.395490025
0.4,2,1,3,ddpcRquant,0.396009949
0.4,2,1,3,umbrella,0.402718882
0.4,2,1,3,em_t,0.398092354
0.4,2,1,3,em_tskew,0.398390194
0.4,2,2,1,cloudy,0.394970371
0.4,2,2,1,ddpcRquant,0.396009949
0.4,2,2,1,umbrella,0.399582445
0.4,2,2,1,em_t,0.397869031
0.4,2,2,1,em_tskew,0.398166806
0.4,2,2,2,cloudy,0.393413027
0.4,2,2,2,ddpcRquant,0.394970371
0.4,2,2,2,umbrella,0.398613633
0.4,2,2,2,em_t,0.397720178
0.4,2,2,2,em_tskew,0.398092354
0.4,2,2,3,cloudy,0.394525168
0.4,2,2,3,ddpcRquant,0.395267283
0.4,2,2,3,umbrella,0.401298799
0.4,2,2,3,em_t,0.397422536
0.4,2,2,3,em_tskew,0.397571346
0.4,2,3,1,cloudy,0.395044591
0.4,2,3,1,ddpcRquant,0.394896157
0.4,2,3,1,umbrella,0.401896483
0.4,2,3,1,em_t,0.397422536
0.4,2,3,1,em_tskew,0.397645759
0.4,2,3,2,cloudy,0.394896157
0.4,2,3,2,ddpcRquant,0.394896157
0.4,2,3,2,umbrella,0.398911629
0.4,2,3,2,em_t,0.397794602
0.4,2,3,2,em_tskew,0.397943467
0.4,2,3,3,cloudy,0.395341525
0.4,2,3,3,ddpcRquant,0.395415772
0.4,2,3,3,umbrella,0.40167231
0.4,2,3,3,em_t,0.397720178
0.4,2,3,3,em_tskew,0.398241263
0.4,2,4,1,cloudy,0.395490025
0.4,2,4,1,ddpcRquant,0.396084246
0.4,2,4,1,umbrella,0.39876262
0.4,2,4,1,em_t,0.397943467
0.4,2,4,1,em_tskew,0.398166806
0.4,2,4,2,cloudy,0.395415772
0.4,2,4,2,ddpcRquant,0.395638547
0.4,2,4,2,umbrella,0.401298799
0.4,2,4,2,em_t,0.397794602
0.4,2,4,2,em_tskew,0.398017907
0.4,2,4,3,cloudy,0.396009949
0.4,2,4,3,ddpcRquant,0.396381489
0.4,2,4,3,umbrella,0.398390194
0.4,2,4,3,em_t,0.398464668
0.4,2,4,3,em_tskew,0.398613633
0.4,2,5,1,cloudy,0.395564283
0.4,2,5,1,ddpcRquant,0.394747745
0.4,2,5,1,umbrella,0.399582445
0.4,2,5,1,em_t,0.398241263
0.4,2,5,1,em_tskew,0.398390194
0.4,2,5,2,cloudy,0.394228476
0.4,2,5,2,ddpcRquant,0.394450987
0.4,2,5,2,umbrella,0.401821753
0.4,2,5,2,em_t,0.398092354
0.4,2,5,2,em_tskew,0.398315726
0.4,2,5,3,cloudy,0.395712817
0.4,2,5,3,ddpcRquant,0.395415772
0.4,2,5,3,umbrella,0.400253711
0.4,2,5,3,em_t,0.398539148
0.4,2,5,3,em_tskew,0.398613633
0.4,3,1,1,cloudy,0.375857763
0.4,3,1,1,ddpcRquant,0.352825221
0.4,3,1,1,umbrella,0.404890273
0.4,3,1,1,em_t,0.390527236
0.4,3,1,1,em_tskew,0.392154094
0.4,3,1,2,cloudy,0.378044513
0.4,3,1,2,ddpcRquant,0.356246464
0.4,3,1,2,umbrella,0.394006015
0.4,3,1,2,em_t,0.389714798
0.4,3,1,2,em_tskew,0.390748924
0.4,3,1,3,cloudy,0.377460912
0.4,3,1,3,ddpcRquant,0.351474206
0.4,3,1,3,umbrella,0.409021424
0.4,3,1,3,em_t,0.392376144
0.4,3,1,3,em_tskew,0.392376144
0.4,3,2,1,cloudy,0.374693449
0.4,3,2,1,ddpcRquant,0.363699559
0.4,3,2,1,umbrella,0.404140985
0.4,3,2,1,em_t,0.391044585
0.4,3,2,1,em_tskew,0.392450171
0.4,3,2,2,cloudy,0.375420987
0.4,3,2,2,ddpcRquant,0.358462255
0.4,3,2,2,umbrella,0.399657008
0.4,3,2,2,em_t,0.392302122
0.4,3,2,2,em_tskew,0.391488241
0.4,3,2,3,cloudy,0.374402583
0.4,3,2,3,ddpcRquant,0.360826406
0.4,3,2,3,umbrella,0.39980615
0.4,3,2,3,em_t,0.390084006
0.4,3,2,3,em_tskew,0.390896744
0.4,3,3,1,cloudy,0.37549377
0.4,3,3,1,ddpcRquant,0.355033435
0.4,3,3,1,umbrella,0.39876262
0.4,3,3,1,em_t,0.389567153
0.4,3,3,1,em_tskew,0.390601126
0.4,3,3,2,cloudy,0.375057152
0.4,3,3,2,ddpcRquant,0.356460681
0.4,3,3,2,umbrella,0.403467105
0.4,3,3,2,em_t,0.392598242
0.4,3,3,2,em_tskew,0.392598242
0.4,3,3,3,cloudy,0.369543099
0.4,3,3,3,ddpcRquant,0.345523072
0.4,3,3,3,umbrella,0.398092354
0.4,3,3,3,em_t,0.390748924
0.4,3,3,3,em_tskew,0.38941953
0.4,3,4,1,cloudy,0.377242149
0.4,3,4,1,ddpcRquant,0.355461395
0.4,3,4,1,umbrella,0.405865188
0.4,3,4,1,em_t,0.395935658
0.4,3,4,1,em_tskew,0.393709477
0.4,3,4,2,cloudy,0.376003398
0.4,3,4,2,ddpcRquant,0.358319152
0.4,3,4,2,umbrella,0.402120707
0.4,3,4,2,em_t,0.38779711
0.4,3,4,2,em_tskew,0.389124349
0.4,3,4,3,cloudy,0.375275437
0.4,3,4,3,ddpcRquant,0.353038706
0.4,3,4,3,umbrella,0.393116665
0.4,3,4,3,em_t,0.38779711
0.4,3,4,3,em_tskew,0.389050567
0.4,3,5,1,cloudy,0.374548005
0.4,3,5,1,ddpcRquant,0.351261054
0.4,3,5,1,umbrella,0.397943467
0.4,3,5,1,em_t,0.392746336
0.4,3,5,1,em_tskew,0.391192449
0.4,3,5,2,cloudy,0.372223774
0.4,3,5,2,ddpcRquant,0.347432077
0.4,3,5,2,umbrella,0.398986142
0.4,3,5,2,em_t,0.38890302
0.4,3,5,2,em_tskew,0.389936306
0.4,3,5,3,cloudy,0.371426066
0.4,3,5,3,ddpcRquant,0.354463106
0.4,3,5,3,umbrella,0.407517212
0.4,3,5,3,em_t,0.390157864
0.4,3,5,3,em_tskew,0.3880919
0.4,4,1,1,cloudy,0.353252237
0.4,4,1,1,ddpcRquant,0.309314373
0.4,4,1,1,umbrella,0.411885676
0.4,4,1,1,em_t,0.372949516
0.4,4,1,1,em_tskew,0.373385215
0.4,4,1,2,cloudy,0.351118978
0.4,4,1,2,ddpcRquant,0.303269596
0.4,4,1,2,umbrella,0.415894304
0.4,4,1,2,em_t,0.374257181
0.4,4,1,2,em_tskew,0.374911655
0.4,4,1,3,cloudy,0.351261054
0.4,4,1,3,ddpcRquant,0.319447975
0.4,4,1,3,umbrella,0.393709477
0.4,4,1,3,em_t,0.374838915
0.4,4,1,3,em_tskew,0.375275437
0.4,4,2,1,cloudy,0.349273828
0.4,4,2,1,ddpcRquant,0.318210011
0.4,4,2,1,umbrella,0.410377152
0.4,4,2,1,em_t,0.373821103
0.4,4,2,1,em_tskew,0.373094728
0.4,4,2,2,cloudy,0.353893103
0.4,4,2,2,ddpcRquant,0.312453021
0.4,4,2,2,umbrella,0.395935658
0.4,4,2,2,em_t,0.378117487
0.4,4,2,2,em_tskew,0.378117487
0.4,4,2,3,cloudy,0.342842484
0.4,4,2,3,ddpcRquant,0.313478627
0.4,4,2,3,umbrella,0.410377152
0.4,4,2,3,em_t,0.37571215
0.4,4,2,3,em_tskew,0.374184488
0.4,4,3,1,cloudy,0.352113933
0.4,4,3,1,ddpcRquant,0.320205264
0.4,4,3,1,umbrella,0.398688124
0.4,4,3,1,em_t,0.379066634
0.4,4,3,1,em_tskew,0.379139683
0.4,4,3,2,cloudy,0.341856707
0.4,4,3,2,ddpcRquant,0.309723203
0.4,4,3,2,umbrella,0.404365713
0.4,4,3,2,em_t,0.375420987
0.4,4,3,2,em_tskew,0.375129908
0.4,4,3,3,cloudy,0.344464087
0.4,4,3,3,ddpcRquant,0.308565283
0.4,4,3,3,umbrella,0.394599355
0.4,4,3,3,em_t,0.374911655
0.4,4,3,3,em_tskew,0.374838915
0.4,4,4,1,cloudy,0.349202929
0.4,4,4,1,ddpcRquant,0.322342533
0.4,4,4,1,umbrella,0.398241263
0.4,4,4,1,em_t,0.372949516
0.4,4,4,1,em_tskew,0.372514008
0.4,4,4,2,cloudy,0.349061145
0.4,4,4,2,ddpcRquant,0.321583624
0.4,4,4,2,umbrella,0.396678821
0.4,4,4,2,em_t,0.374620725
0.4,4,4,2,em_tskew,0.375348209
0.4,4,4,3,cloudy,0.347432077
0.4,4,4,3,ddpcRquant,0.323654733
0.4,4,4,3,umbrella,0.419234472
0.4,4,4,3,em_t,0.374620725
0.4,4,4,3,em_tskew,0.373966441
0.4,4,5,1,cloudy,0.352896377
0.4,4,5,1,ddpcRquant,0.315190312
0.4,4,5,1,umbrella,0.396901877
0.4,4,5,1,em_t,0.376513286
0.4,4,5,1,em_tskew,0.377460912
0.4,4,5,2,cloudy,0.349273828
0.4,4,5,2,ddpcRquant,0.316081547
0.4,4,5,2,umbrella,0.398911629
0.4,4,5,2,em_t,0.375639351
0.4,4,5,2,em_tskew,0.375857763
0.4,4,5,3,cloudy,0.352611781
0.4,4,5,3,ddpcRquant,0.308020843
0.4,4,5,3,umbrella,0.395564283
0.4,4,5,3,em_t,0.37760678
0.4,4,5,3,em_tskew,0.378190466
1,1,1,1,cloudy,0.999944117
1,1,1,1,ddpcRquant,1.000215967
1,1,1,1,umbrella,1.000080033
1,1,1,1,em_t,0.999944117
1,1,1,1,em_tskew,0.999944117
1,1,1,2,cloudy,0.999944117
1,1,1,2,ddpcRquant,0.999944117
1,1,1,2,umbrella,0.999944117
1,1,1,2,em_t,0.999944117
1,1,1,2,em_tskew,0.999944117
1,1,1,3,cloudy,0.999944117
1,1,1,3,ddpcRquant,0.999944117
1,1,1,3,umbrella,0.999944117
1,1,1,3,em_t,0.999944117
1,1,1,3,em_tskew,0.999944117
1,1,2,1,cloudy,0.999944117
1,1,2,1,ddpcRquant,0.999944117
1,1,2,1,umbrella,0.999944117
1,1,2,1,em_t,0.999944117
1,1,2,1,em_tskew,0.999944117
1,1,2,2,cloudy,0.999944117
1,1,2,2,ddpcRquant,0.999944117
1,1,2,2,umbrella,0.999944117
1,1,2,2,em_t,0.999944117
1,1,2,2,em_tskew,0.999944117
1,1,2,3,cloudy,0.999944117
1,1,2,3,ddpcRquant,0.999944117
1,1,2,3,umbrella,0.999944117
1,1,2,3,em_t,0.999944117
1,1,2,3,em_tskew,0.999944117
1,1,3,1,cloudy,0.999944117
1,1,3,1,ddpcRquant,0.999944117
1,1,3,1,umbrella,0.999944117
1,1,3,1,em_t,0.999944117
1,1,3,1,em_tskew,0.999944117
1,1,3,2,cloudy,0.999944117
1,1,3,2,ddpcRquant,0.999944117
1,1,3,2,umbrella,0.999944117
1,1,3,2,em_t,0.999944117
1,1,3,2,em_tskew,0.999944117
1,1,3,3,cloudy,0.999944117
1,1,3,3,ddpcRquant,0.999944117
1,1,3,3,umbrella,0.999944117
1,1,3,3,em_t,0.999944117
1,1,3,3,em_tskew,0.999944117
1,1,4,1,cloudy,0.999944117
